id,Convert Video to Mp3 Plus,Word Connect : Wordscapes 2021,Skat LITE,Color Splash for iPad,Medication Reminder & Refills,SHIFTAR: Work schedule planner,Wallpapers for Roblox Robux HD,SongShift,Teleprompter Pro 2,Forbidden Desert,Easy Calendar,NICU2HOME: Supporting Preemies,Toddler games: for 2 year olds,Dialup: Reviving the Phone,Astrolis Horoscopes & Tarot,Immediate Contact Transfer,MCECU Mobile,Atlantic Aviation,Mechanics Bank Mobile Banking,FGTeeV Goozy,Lirica - Learn Languages,Book of the Month,Office Design 3D,Take a Name LDS Family History,Cats and Sharks,Journey Planner / Map -Transit,Webull: Investing & Trading,Idle Skies,Nyjah Huston: #Skatelife,Hidden Expedition: Mithridates,Barcos Pro - Barcode Scanner,GDI Mobile,Lugmety,Five Nights at Freddy's 4,Five Suits Lite,Kawa & Khaje,Lathe Machine 3D,Sudoku ▦,Hidden Objects Game - Romance,Circle Pool,Valentine's Day & Love Frames,CREATIFY - Art Coloring Game,Dungeon Corporation,Multifly: Multiplication Game,XAPiT,Twins Babysitter Daycare Game,Mr Spy - Bullet Agent,Learn 3 Letter Words Spelling,NRLFCU Mobile Banking,RadarBox · Live Flight Tracker
289.0,3.0,,,1.0,3.0,,1.0,,,4.0,,,2.0,,,3.0,5.0,2.0,,5.0,3.0,1.0,,,,,2.0,4.0,3.0,,,4.0,1.0,,1.0,,4.0,5.0,3.0,5.0,,5.0,,5.0,3.0,,4.0,5.0,,
290.0,5.0,,,5.0,3.0,,,2.0,,3.0,,,4.0,,2.0,,1.0,3.0,,4.0,,,4.0,2.0,2.0,2.0,,5.0,,,1.0,,4.0,,,3.0,,,,,4.0,3.0,4.0,4.0,3.0,,1.0,2.0,,4.0
291.0,,,2.0,,3.0,1.0,1.0,,,,,2.0,,1.0,,,,4.0,4.0,5.0,1.0,2.0,,5.0,,5.0,,,,,,5.0,4.0,2.0,,,4.0,4.0,5.0,,4.0,3.0,,1.0,5.0,,5.0,5.0,,4.0
292.0,3.0,,,,,3.0,5.0,,4.0,3.0,4.0,5.0,5.0,,2.0,5.0,4.0,,4.0,,3.0,,,,2.0,3.0,1.0,2.0,3.0,,,2.0,,1.0,3.0,,,,5.0,3.0,,3.0,,2.0,4.0,,4.0,,3.0,2.0
293.0,1.0,,,,,,5.0,,3.0,1.0,1.0,,2.0,,,1.0,,,,5.0,,,4.0,,5.0,5.0,,4.0,,1.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,,2.0,,2.0,,,3.0,4.0,1.0,,,2.0,1.0
294.0,,,,,4.0,2.0,,1.0,1.0,,2.0,,,,5.0,2.0,,,2.0,,,5.0,4.0,1.0,2.0,5.0,,,1.0,3.0,,,,1.0,,4.0,,,,5.0,1.0,,,2.0,,,3.0,,,
295.0,,,2.0,,3.0,1.0,,5.0,4.0,,1.0,5.0,5.0,3.0,,,,,,,4.0,,,5.0,,,,,2.0,1.0,4.0,,,,1.0,,,1.0,2.0,5.0,5.0,,2.0,1.0,3.0,4.0,1.0,5.0,3.0,
296.0,3.0,,,3.0,,2.0,,1.0,4.0,,,4.0,3.0,4.0,,5.0,,,3.0,,,5.0,4.0,2.0,4.0,4.0,,,,,2.0,3.0,,4.0,1.0,,,3.0,,2.0,,,2.0,,1.0,4.0,2.0,,,2.0
297.0,3.0,4.0,3.0,,1.0,,,1.0,4.0,2.0,5.0,,3.0,,5.0,2.0,,5.0,2.0,4.0,,1.0,4.0,,1.0,,3.0,2.0,2.0,5.0,,5.0,2.0,2.0,,2.0,,,,1.0,4.0,,,4.0,,,,,,2.0
298.0,,4.0,2.0,1.0,,,,1.0,2.0,,1.0,2.0,,,,5.0,,5.0,5.0,4.0,2.0,,,,3.0,4.0,4.0,,,5.0,,5.0,,,4.0,,5.0,1.0,,,3.0,1.0,4.0,,4.0,,2.0,1.0,3.0,2.0
299.0,1.0,2.0,4.0,,,,5.0,1.0,2.0,3.0,,,4.0,,2.0,,3.0,,,,,1.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,2.0,5.0,5.0,,3.0,2.0,4.0,4.0,1.0,1.0,1.0,,4.0,1.0,1.0,
300.0,1.0,,1.0,,3.0,2.0,,,,3.0,,1.0,,3.0,,,,,2.0,,,,,2.0,,5.0,2.0,,2.0,,3.0,,5.0,2.0,,4.0,,5.0,,,,3.0,3.0,,,5.0,,1.0,4.0,
301.0,1.0,3.0,5.0,,4.0,2.0,3.0,2.0,,,,1.0,,4.0,,,5.0,,2.0,,,3.0,4.0,3.0,5.0,1.0,2.0,4.0,,,,,,3.0,3.0,,,,1.0,4.0,,4.0,,5.0,1.0,,,,,
302.0,2.0,,1.0,3.0,,1.0,,,1.0,,1.0,,,,,,1.0,5.0,,,,,4.0,1.0,2.0,4.0,,3.0,5.0,5.0,5.0,,2.0,5.0,,2.0,1.0,,3.0,1.0,5.0,2.0,3.0,3.0,,5.0,,3.0,,4.0
303.0,,5.0,3.0,,4.0,5.0,5.0,1.0,,4.0,2.0,,,,1.0,1.0,1.0,,3.0,,,,5.0,,,,4.0,,3.0,4.0,,2.0,,,,4.0,2.0,3.0,4.0,,1.0,,1.0,2.0,,1.0,3.0,,,3.0
304.0,,,,,,5.0,5.0,,5.0,,2.0,2.0,,3.0,4.0,,3.0,1.0,1.0,2.0,3.0,,2.0,4.0,3.0,3.0,,2.0,5.0,5.0,,4.0,,2.0,5.0,,1.0,,,,,5.0,,5.0,2.0,,1.0,5.0,2.0,
305.0,,2.0,4.0,,5.0,,4.0,1.0,3.0,4.0,5.0,,3.0,3.0,2.0,,,,4.0,1.0,,5.0,,,1.0,,,1.0,2.0,5.0,3.0,1.0,4.0,3.0,,,3.0,,3.0,,1.0,5.0,3.0,,4.0,2.0,,3.0,2.0,
306.0,2.0,2.0,,,3.0,,,2.0,1.0,5.0,,4.0,,1.0,,,,,4.0,1.0,,3.0,2.0,5.0,2.0,,,1.0,4.0,,1.0,,4.0,1.0,,,5.0,,,4.0,,1.0,2.0,3.0,,,4.0,,3.0,3.0
307.0,5.0,,5.0,1.0,5.0,4.0,4.0,,,1.0,3.0,4.0,,,1.0,5.0,,,,4.0,1.0,4.0,,5.0,,,,2.0,,,,,2.0,,5.0,5.0,4.0,3.0,4.0,,5.0,1.0,3.0,,1.0,,3.0,3.0,,
308.0,1.0,,,1.0,,,,,,,,,5.0,3.0,5.0,2.0,3.0,5.0,,,5.0,2.0,5.0,5.0,3.0,,2.0,3.0,,5.0,,,,,4.0,,,,,,2.0,4.0,3.0,2.0,5.0,,,,1.0,3.0
309.0,4.0,3.0,,,,3.0,1.0,3.0,5.0,,,1.0,,,5.0,2.0,,,4.0,1.0,2.0,,4.0,4.0,4.0,4.0,5.0,,,,,1.0,5.0,4.0,,3.0,,,4.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,,2.0,1.0
310.0,5.0,,,1.0,2.0,2.0,,,2.0,2.0,,4.0,5.0,5.0,3.0,2.0,2.0,5.0,,,,,5.0,4.0,,,,2.0,,4.0,3.0,3.0,,,,2.0,,,,,,,,3.0,,4.0,1.0,3.0,,
311.0,3.0,,,3.0,4.0,3.0,2.0,,4.0,2.0,,4.0,,1.0,3.0,1.0,4.0,,5.0,,4.0,5.0,3.0,5.0,,3.0,5.0,3.0,,4.0,1.0,,5.0,5.0,4.0,,3.0,4.0,5.0,3.0,3.0,,5.0,,4.0,2.0,,,4.0,
312.0,,3.0,,4.0,5.0,5.0,,1.0,,2.0,1.0,5.0,3.0,4.0,,3.0,4.0,,2.0,2.0,3.0,,4.0,1.0,5.0,1.0,4.0,4.0,5.0,,5.0,,1.0,,,5.0,,,2.0,,4.0,3.0,,,,,2.0,3.0,,
313.0,2.0,,2.0,3.0,,,5.0,2.0,1.0,2.0,,,4.0,,,,2.0,,,,5.0,3.0,,,4.0,1.0,,4.0,3.0,5.0,,,,,3.0,5.0,,2.0,3.0,,,,1.0,2.0,4.0,1.0,,,1.0,
314.0,5.0,3.0,2.0,3.0,2.0,,,,,,3.0,1.0,,4.0,4.0,,2.0,4.0,,,,5.0,,,2.0,,3.0,1.0,2.0,,2.0,4.0,,,,4.0,3.0,,3.0,,,2.0,4.0,3.0,,,,,3.0,
315.0,5.0,4.0,4.0,,,4.0,3.0,,,2.0,,3.0,,1.0,1.0,3.0,3.0,,2.0,,2.0,,3.0,1.0,4.0,,5.0,3.0,4.0,2.0,1.0,,5.0,1.0,,,,,2.0,,2.0,2.0,2.0,5.0,3.0,4.0,1.0,,,5.0
316.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,,,3.0,2.0,3.0,,,,3.0,2.0,,,4.0,,2.0,3.0,,,1.0,,,2.0,4.0,,,1.0,1.0,,4.0,,,2.0,5.0,5.0,1.0,,5.0,2.0,3.0,,,2.0,4.0
317.0,5.0,,3.0,2.0,,,1.0,3.0,,,,,,,,5.0,3.0,2.0,,4.0,,,,,,,4.0,4.0,1.0,,,5.0,5.0,3.0,1.0,3.0,5.0,,,,2.0,1.0,,,4.0,,,,4.0,2.0
318.0,,2.0,3.0,3.0,,5.0,5.0,4.0,,4.0,5.0,3.0,2.0,4.0,,,4.0,,2.0,,5.0,2.0,4.0,,3.0,,,1.0,,,4.0,1.0,3.0,,1.0,,2.0,2.0,4.0,,2.0,4.0,2.0,3.0,2.0,,,2.0,,3.0
319.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,4.0,,,3.0,5.0,5.0,1.0,4.0,2.0,5.0,,2.0,1.0,5.0,3.0,5.0,5.0,,
320.0,,4.0,2.0,,1.0,5.0,2.0,5.0,,,,,,,1.0,,,,5.0,3.0,2.0,,5.0,,2.0,5.0,5.0,3.0,3.0,5.0,1.0,,,4.0,,5.0,2.0,,4.0,,5.0,3.0,,2.0,4.0,2.0,5.0,,,
321.0,,,,2.0,,1.0,3.0,5.0,,1.0,1.0,,2.0,,,,,,,4.0,4.0,,,1.0,1.0,,,1.0,3.0,1.0,4.0,5.0,,5.0,4.0,2.0,3.0,,,5.0,4.0,,4.0,,,,1.0,,,3.0
322.0,1.0,,1.0,,3.0,2.0,4.0,,,5.0,,,,1.0,,2.0,,2.0,,5.0,5.0,4.0,,2.0,3.0,5.0,,,3.0,,2.0,1.0,,,,5.0,2.0,,2.0,3.0,4.0,1.0,1.0,5.0,,1.0,,3.0,2.0,
323.0,,2.0,1.0,5.0,,5.0,,5.0,3.0,5.0,,,3.0,3.0,,2.0,,1.0,5.0,4.0,5.0,,3.0,2.0,1.0,3.0,,5.0,,,,,,5.0,1.0,,5.0,,5.0,3.0,,3.0,,4.0,2.0,3.0,,,2.0,
324.0,1.0,1.0,4.0,,2.0,,3.0,,3.0,1.0,,1.0,1.0,,3.0,,3.0,,1.0,,,,3.0,,3.0,2.0,3.0,1.0,3.0,,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,4.0,,3.0,,
325.0,,2.0,2.0,5.0,,3.0,1.0,4.0,4.0,2.0,,5.0,5.0,,,,,5.0,,1.0,,3.0,2.0,,,5.0,5.0,,2.0,,2.0,4.0,,1.0,,,,2.0,,,3.0,,2.0,4.0,2.0,2.0,,3.0,,
326.0,5.0,3.0,,,,5.0,,,,4.0,4.0,,,,2.0,1.0,4.0,4.0,4.0,,5.0,,,3.0,,3.0,1.0,4.0,,1.0,4.0,,4.0,,,3.0,,,1.0,,,,,,,1.0,3.0,2.0,5.0,
327.0,1.0,4.0,2.0,,2.0,5.0,,2.0,,5.0,5.0,3.0,,,,2.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,,,,,,,,5.0,3.0,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,5.0,,,4.0,,2.0,,2.0,2.0
328.0,,,,,,1.0,,2.0,5.0,1.0,3.0,,,4.0,,3.0,,4.0,1.0,,,,4.0,4.0,,1.0,3.0,3.0,,,,1.0,4.0,,2.0,,3.0,,,2.0,2.0,,,3.0,,,,1.0,,5.0
329.0,,,4.0,3.0,1.0,1.0,,5.0,3.0,2.0,2.0,,1.0,,,,4.0,,2.0,5.0,,,4.0,1.0,4.0,,1.0,3.0,,3.0,2.0,,3.0,,2.0,4.0,,,3.0,4.0,2.0,,,2.0,2.0,,2.0,1.0,4.0,
330.0,2.0,,,5.0,,,,,2.0,,,1.0,2.0,3.0,1.0,5.0,,3.0,5.0,3.0,,,,4.0,,3.0,4.0,,3.0,,5.0,1.0,,1.0,,,1.0,1.0,,2.0,4.0,4.0,2.0,,2.0,,4.0,1.0,,1.0
331.0,2.0,,3.0,2.0,,4.0,2.0,5.0,,,2.0,,2.0,,3.0,5.0,3.0,2.0,5.0,,,4.0,,,4.0,5.0,,4.0,4.0,5.0,,2.0,,5.0,,,4.0,1.0,,4.0,2.0,,3.0,,5.0,3.0,,3.0,,4.0
332.0,4.0,3.0,5.0,5.0,,3.0,,,,5.0,5.0,3.0,,3.0,5.0,,4.0,5.0,,3.0,,,,5.0,,2.0,4.0,1.0,2.0,2.0,,5.0,2.0,1.0,,1.0,2.0,,5.0,3.0,,1.0,4.0,,2.0,3.0,4.0,,,
333.0,,,1.0,2.0,4.0,3.0,1.0,4.0,1.0,,3.0,3.0,2.0,1.0,2.0,5.0,,1.0,,1.0,3.0,3.0,3.0,2.0,,,,,,3.0,2.0,5.0,5.0,3.0,5.0,,4.0,1.0,,,,3.0,2.0,4.0,,4.0,,1.0,1.0,
334.0,,,,5.0,1.0,,,,,,,,,1.0,,3.0,4.0,4.0,3.0,,,3.0,2.0,,,5.0,3.0,1.0,1.0,3.0,,,3.0,3.0,,,3.0,,1.0,3.0,,4.0,,3.0,3.0,,,,,
335.0,,,,4.0,4.0,1.0,,3.0,,1.0,3.0,,2.0,4.0,2.0,,3.0,,,,3.0,2.0,,,,2.0,2.0,5.0,,,5.0,,1.0,,3.0,,1.0,1.0,,1.0,,1.0,,3.0,,3.0,,3.0,4.0,
336.0,,,,4.0,3.0,4.0,,,4.0,,,5.0,,,,1.0,3.0,3.0,2.0,,1.0,,,,,3.0,1.0,2.0,5.0,4.0,,,,5.0,,,1.0,2.0,,,4.0,,2.0,,5.0,2.0,3.0,,5.0,4.0
337.0,,,,4.0,,,5.0,2.0,3.0,5.0,1.0,,5.0,,,5.0,2.0,3.0,,2.0,,,3.0,5.0,,1.0,,,2.0,,2.0,5.0,,1.0,5.0,,4.0,2.0,4.0,3.0,2.0,3.0,,,,,4.0,5.0,2.0,3.0
338.0,2.0,4.0,,,1.0,,2.0,4.0,4.0,1.0,,3.0,5.0,1.0,5.0,1.0,,5.0,,,,4.0,,,,4.0,4.0,4.0,1.0,5.0,,3.0,2.0,5.0,1.0,3.0,2.0,1.0,,2.0,1.0,,1.0,,,4.0,,5.0,,1.0
339.0,2.0,,,3.0,,,,3.0,,,,4.0,,1.0,4.0,1.0,5.0,2.0,4.0,,,,,4.0,5.0,,1.0,5.0,,2.0,,4.0,1.0,,,3.0,1.0,5.0,,4.0,,4.0,,,4.0,1.0,5.0,3.0,5.0,
340.0,,5.0,3.0,,2.0,,2.0,,1.0,1.0,,1.0,5.0,4.0,3.0,5.0,5.0,3.0,,5.0,,1.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,,4.0,4.0,4.0,4.0,2.0,,,,,,1.0,,5.0,1.0,,5.0
341.0,2.0,1.0,5.0,,,,4.0,4.0,2.0,1.0,2.0,2.0,3.0,,2.0,2.0,4.0,3.0,4.0,5.0,2.0,,,,1.0,,5.0,1.0,2.0,1.0,,3.0,2.0,,3.0,,,1.0,,,,,4.0,,2.0,,2.0,1.0,,
342.0,3.0,,5.0,,,1.0,4.0,,,,3.0,4.0,4.0,3.0,5.0,3.0,4.0,,4.0,1.0,5.0,5.0,,2.0,4.0,4.0,5.0,,5.0,1.0,,5.0,1.0,,,1.0,,,,,1.0,2.0,3.0,,2.0,,5.0,2.0,,3.0
343.0,1.0,,,,5.0,4.0,,,1.0,1.0,,4.0,,,4.0,4.0,,5.0,,5.0,2.0,1.0,,3.0,3.0,5.0,5.0,4.0,,,,,4.0,,,,,2.0,5.0,,,,3.0,1.0,,1.0,4.0,2.0,,4.0
344.0,1.0,,,,,,,2.0,3.0,,,1.0,2.0,,3.0,1.0,,1.0,4.0,,3.0,,,,,3.0,,2.0,,,,5.0,1.0,,1.0,4.0,4.0,2.0,,3.0,,,,5.0,,2.0,,,,2.0
345.0,,,5.0,5.0,,4.0,1.0,,,,5.0,2.0,2.0,5.0,4.0,5.0,4.0,,,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,1.0,3.0,,5.0,5.0,,,5.0,2.0,,1.0,4.0,2.0,4.0,2.0,3.0,2.0,,4.0,1.0,4.0,,3.0
346.0,,1.0,1.0,,,,4.0,4.0,5.0,,,,,,1.0,,,,1.0,,5.0,5.0,,1.0,5.0,5.0,4.0,,,,4.0,,,,,3.0,,4.0,1.0,4.0,,,,,,3.0,,3.0,,
347.0,,,2.0,3.0,,3.0,5.0,2.0,5.0,,3.0,,3.0,,,1.0,,,4.0,1.0,4.0,1.0,,4.0,3.0,,,4.0,,,,5.0,,,2.0,,,,1.0,4.0,5.0,1.0,2.0,,2.0,,3.0,3.0,2.0,1.0
348.0,5.0,2.0,5.0,,,4.0,,,,5.0,,5.0,1.0,,,1.0,1.0,2.0,,,1.0,2.0,,,1.0,,,,1.0,1.0,4.0,2.0,,5.0,,3.0,2.0,,,,,,2.0,2.0,,4.0,3.0,5.0,2.0,4.0
349.0,2.0,1.0,2.0,,1.0,4.0,3.0,,,5.0,,5.0,5.0,1.0,,3.0,,,2.0,3.0,,,,4.0,1.0,,5.0,3.0,3.0,5.0,,1.0,2.0,4.0,3.0,4.0,,,,,,2.0,,5.0,2.0,,4.0,,,1.0
350.0,3.0,2.0,3.0,5.0,,,5.0,,,5.0,4.0,,3.0,,5.0,,,3.0,2.0,2.0,4.0,1.0,,,,,1.0,,,,1.0,,,1.0,1.0,4.0,,5.0,5.0,,,,,,,,2.0,,1.0,
351.0,1.0,,3.0,,2.0,,1.0,2.0,,3.0,,3.0,,,3.0,,,1.0,,,4.0,,,,,1.0,1.0,,3.0,,,,,4.0,2.0,,3.0,,1.0,,1.0,3.0,,,,,,,,3.0
352.0,5.0,2.0,1.0,1.0,4.0,1.0,,,2.0,1.0,5.0,3.0,,,5.0,3.0,,,4.0,4.0,1.0,,,,,,3.0,4.0,2.0,5.0,,,,,,2.0,2.0,4.0,,2.0,,3.0,2.0,,,4.0,,,3.0,
353.0,2.0,,,,5.0,,,4.0,2.0,,,,,4.0,4.0,,2.0,,4.0,,2.0,4.0,,,1.0,,,2.0,2.0,4.0,,5.0,,3.0,2.0,,3.0,4.0,3.0,,,3.0,,,5.0,5.0,2.0,5.0,,
354.0,,3.0,3.0,,,,,1.0,3.0,,5.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,,,1.0,1.0,2.0,2.0,,3.0,1.0,3.0,2.0,1.0,,1.0,4.0,,1.0,1.0,,1.0,3.0,,,,,3.0,4.0,3.0,5.0,,,2.0
355.0,3.0,4.0,,5.0,,2.0,,2.0,,4.0,1.0,4.0,,2.0,,,5.0,2.0,,3.0,,,,1.0,,1.0,,4.0,,5.0,,,1.0,,5.0,,,1.0,1.0,,5.0,,4.0,5.0,5.0,5.0,,,,4.0
356.0,3.0,,,,,,3.0,4.0,,4.0,3.0,2.0,3.0,,4.0,2.0,2.0,,,3.0,,1.0,5.0,,4.0,1.0,,3.0,2.0,5.0,3.0,,4.0,,3.0,3.0,3.0,,,2.0,5.0,1.0,5.0,,,3.0,5.0,,5.0,4.0
357.0,5.0,,,4.0,2.0,5.0,2.0,3.0,5.0,1.0,,4.0,,,,4.0,1.0,5.0,,,3.0,,5.0,,4.0,3.0,,2.0,1.0,2.0,2.0,,1.0,1.0,,,,,3.0,,,1.0,,2.0,,,,1.0,,
358.0,3.0,,,3.0,,4.0,,3.0,,1.0,3.0,,,,3.0,,1.0,,1.0,,,3.0,1.0,3.0,,,5.0,,,1.0,,3.0,4.0,,1.0,,,3.0,,,5.0,,,2.0,4.0,5.0,5.0,,5.0,5.0
359.0,3.0,,5.0,3.0,,1.0,3.0,3.0,,5.0,,2.0,,5.0,,,1.0,,,,2.0,2.0,1.0,,2.0,,,,5.0,,5.0,,,,3.0,,,4.0,4.0,2.0,,,,,1.0,,4.0,3.0,,
360.0,,,2.0,,,2.0,1.0,,4.0,5.0,,,,,,3.0,,,3.0,,2.0,,3.0,5.0,4.0,,5.0,,,4.0,2.0,4.0,5.0,,,4.0,3.0,5.0,,2.0,2.0,3.0,2.0,,5.0,4.0,3.0,2.0,,
361.0,3.0,,,2.0,3.0,5.0,,2.0,,1.0,,,4.0,,1.0,1.0,,4.0,,,4.0,1.0,3.0,2.0,3.0,,,4.0,,,,1.0,,,5.0,,4.0,3.0,2.0,,,4.0,3.0,,,,2.0,,5.0,
362.0,,2.0,,4.0,,4.0,4.0,5.0,,,5.0,3.0,,,,,2.0,,,5.0,,3.0,,1.0,5.0,2.0,,,,1.0,3.0,2.0,,5.0,2.0,,3.0,,5.0,,,5.0,,,5.0,1.0,4.0,,,1.0
363.0,3.0,,,4.0,,,4.0,4.0,4.0,3.0,,,,,,3.0,1.0,5.0,3.0,,,,2.0,,,,,4.0,5.0,,,,4.0,,2.0,,,3.0,4.0,,2.0,1.0,1.0,,,,,,,3.0
364.0,2.0,5.0,,,,,4.0,,5.0,3.0,3.0,1.0,,3.0,3.0,,,3.0,,,4.0,1.0,3.0,4.0,4.0,,3.0,3.0,,5.0,5.0,1.0,5.0,,,1.0,3.0,3.0,,5.0,5.0,,4.0,,,,,,5.0,2.0
365.0,5.0,4.0,2.0,,4.0,3.0,,3.0,,1.0,,,5.0,4.0,5.0,,,,3.0,1.0,,4.0,,5.0,4.0,,1.0,,4.0,,5.0,4.0,,,2.0,4.0,,1.0,,,1.0,5.0,5.0,4.0,2.0,4.0,2.0,,2.0,
366.0,,4.0,,1.0,2.0,4.0,4.0,,3.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,,,5.0,3.0,,5.0,,,4.0,,1.0,,,,,,2.0,3.0,,,1.0,,3.0,5.0,,,3.0,3.0,2.0,4.0,,
367.0,3.0,,3.0,,5.0,,,,4.0,2.0,2.0,,,4.0,,2.0,,2.0,,5.0,3.0,,,,,,4.0,,,,,,,2.0,3.0,3.0,5.0,,,,,2.0,5.0,4.0,,5.0,,,1.0,1.0
368.0,,,2.0,2.0,4.0,2.0,,1.0,,,5.0,,,2.0,2.0,3.0,,2.0,1.0,2.0,,5.0,,1.0,,,,4.0,,3.0,,,5.0,5.0,3.0,,,2.0,4.0,,4.0,,3.0,,4.0,,,2.0,4.0,2.0
369.0,,1.0,,2.0,,,4.0,1.0,,,,,,,,5.0,1.0,,,3.0,2.0,1.0,4.0,,,4.0,,2.0,,,,1.0,,5.0,,,,,3.0,1.0,2.0,,5.0,5.0,3.0,,4.0,,2.0,
370.0,3.0,,4.0,5.0,,,,,2.0,3.0,2.0,1.0,,4.0,,,1.0,3.0,1.0,2.0,1.0,,1.0,,4.0,5.0,5.0,5.0,,,,2.0,1.0,,2.0,5.0,1.0,,1.0,5.0,2.0,,,2.0,,3.0,,,4.0,
371.0,5.0,5.0,1.0,3.0,,3.0,5.0,2.0,,4.0,5.0,,5.0,,,4.0,,2.0,,1.0,,4.0,4.0,,2.0,5.0,,,,,,1.0,1.0,1.0,,5.0,1.0,,5.0,,,2.0,3.0,,3.0,,4.0,,5.0,4.0
372.0,3.0,,1.0,2.0,,,4.0,1.0,1.0,2.0,,1.0,5.0,4.0,4.0,,,3.0,1.0,,,,,2.0,1.0,,,2.0,,,4.0,2.0,,4.0,,,2.0,,4.0,2.0,5.0,2.0,,,,,,,,5.0
373.0,,,,,,,4.0,,3.0,1.0,,,5.0,1.0,,2.0,1.0,2.0,,,3.0,,4.0,2.0,,5.0,,,2.0,,2.0,,5.0,,,4.0,,3.0,5.0,1.0,2.0,,,,3.0,,4.0,3.0,3.0,1.0
374.0,,3.0,,3.0,4.0,5.0,2.0,,1.0,5.0,,5.0,3.0,4.0,,,2.0,,,3.0,,1.0,4.0,2.0,4.0,,,5.0,3.0,,5.0,,5.0,3.0,1.0,5.0,,,,,2.0,5.0,,4.0,,4.0,,1.0,,5.0
375.0,,,2.0,5.0,,1.0,5.0,,,5.0,,1.0,,1.0,,,,2.0,5.0,2.0,3.0,,1.0,5.0,,,1.0,,2.0,5.0,4.0,,,1.0,3.0,,5.0,,2.0,2.0,1.0,,3.0,5.0,4.0,,,,1.0,5.0
376.0,5.0,5.0,2.0,,4.0,,,,1.0,3.0,5.0,4.0,3.0,,,3.0,,2.0,,5.0,2.0,,2.0,,2.0,,3.0,,2.0,3.0,2.0,2.0,,,3.0,,,,2.0,,3.0,,,2.0,,4.0,2.0,,,
377.0,4.0,,4.0,,,3.0,,5.0,2.0,2.0,2.0,,2.0,2.0,3.0,,5.0,2.0,,2.0,1.0,1.0,,,,2.0,5.0,,,,4.0,4.0,3.0,3.0,,4.0,3.0,,,,2.0,1.0,3.0,1.0,,,5.0,,,
378.0,5.0,4.0,,,5.0,1.0,,,,4.0,1.0,,,,3.0,,,1.0,,5.0,3.0,5.0,3.0,,1.0,2.0,4.0,,1.0,,,5.0,4.0,4.0,1.0,,,,,,4.0,,,,4.0,4.0,5.0,,3.0,1.0
379.0,,2.0,,,5.0,4.0,,,1.0,2.0,,3.0,,4.0,,,3.0,,2.0,2.0,3.0,4.0,4.0,,,,3.0,1.0,4.0,2.0,2.0,,,5.0,1.0,1.0,5.0,,1.0,,3.0,,,5.0,,3.0,,2.0,,
380.0,3.0,3.0,3.0,1.0,,,,,,,,3.0,5.0,,4.0,2.0,4.0,4.0,1.0,1.0,,2.0,4.0,3.0,,4.0,,4.0,,,1.0,4.0,,1.0,,4.0,,,,3.0,,4.0,,1.0,,3.0,,4.0,,3.0
381.0,,,,5.0,2.0,,4.0,4.0,,,,,2.0,1.0,,2.0,,,1.0,,5.0,3.0,,,3.0,3.0,,,,1.0,,5.0,3.0,5.0,1.0,,,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,5.0,,,2.0
382.0,1.0,2.0,,,3.0,,,,,3.0,,1.0,,1.0,5.0,,5.0,5.0,2.0,,,5.0,2.0,1.0,,,4.0,1.0,3.0,3.0,,2.0,2.0,,5.0,4.0,1.0,2.0,2.0,,1.0,4.0,,1.0,3.0,,5.0,,,
383.0,,,3.0,,,4.0,2.0,,,1.0,5.0,,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,2.0,,,,4.0,4.0,,,5.0,3.0,1.0,2.0,5.0,,4.0,,5.0,,4.0,1.0,3.0,1.0,,5.0
384.0,3.0,2.0,1.0,3.0,,1.0,,4.0,,,4.0,,1.0,3.0,1.0,3.0,,1.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,,,5.0,,,2.0,1.0,2.0,1.0,,5.0,2.0,2.0,,4.0,,1.0,5.0,4.0,5.0,4.0,,,5.0,
385.0,,5.0,,,,,2.0,,,,3.0,1.0,1.0,,,5.0,1.0,2.0,,,,,3.0,,1.0,3.0,1.0,3.0,3.0,1.0,4.0,,1.0,,1.0,3.0,,3.0,,3.0,5.0,,,3.0,5.0,1.0,1.0,4.0,3.0,1.0
386.0,2.0,2.0,,,1.0,3.0,,5.0,1.0,5.0,3.0,,,,,3.0,,2.0,,4.0,1.0,,,4.0,,4.0,3.0,3.0,3.0,1.0,3.0,,4.0,3.0,2.0,3.0,4.0,,,1.0,,,,4.0,3.0,,,,,
